sinistro	data	horario	uf_ocorrencia	mercadoria	origem_uf	destino_uf	faixa_valor_carga	vinculo_motorista	local_ocorrencia
Roubo/Furto	2018-10-22	Noite	SP	Confecção/Tecido/Fios	SP	SP	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-10-23	Manhã	PR	Específicas	PR	PR	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-10-25	Tarde	MG	Alimentício	MG	MG	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-10-26	Madrugada	MG	Específicas	SP	MG	3	S/Comprovação	BR 381
Roubo/Furto	2018-10-26	Madrugada	RJ	Específicas	RJ	RJ	1	S/Comprovação	BR 040
Roubo/Furto	2018-10-26	Manhã	PR	Combustível	PR	MS	1	S/Comprovação	BR 376
Roubo/Furto	2018-10-27	Madrugada	RJ	Hig/Limp/Cosm	MG	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-11-01	Madrugada	SC	Geral	RS	AM	2	S/Comprovação	BR 101
Roubo/Furto	2018-11-01	Manhã	SP	Frigorífico	SP	SP	1	S/Comprovação	SP 255
Roubo/Furto	2018-11-05	Noite	PR	Combustível	PR	MS	1	S/Comprovação	BR 376
Roubo/Furto	2018-11-07	Madrugada	RJ	Confecção/Tecido/Fios	SP	RJ	4	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-11-09	Noite	GO	Calçados	CE	GO	3	S/Comprovação	BR 153
Roubo/Furto	2018-11-10	Manhã	SP	Frigorífico	MG	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-11-12	Madrugada	RJ	Pescado	SC	RJ	3	S/Comprovação	BR 116
Roubo/Furto	2018-11-14	Madrugada	SP	Confecção/Tecido/Fios	SP	SP	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-11-14	Madrugada	SP	Laticínios	RS	SP	2	S/Comprovação	BR 116
Roubo/Furto	2018-11-14	Manhã	GO	Defensivo Agrícola	SP	GO	3	S/Comprovação	BR 60
Roubo/Furto	2018-11-19	Noite	GO	Alimentício	SP	DF	1	S/Comprovação	BR 153
Roubo/Furto	2018-11-20	Noite	BA	Café	BA	SE	2	S/Comprovação	BR 101
Roubo/Furto	2018-11-21	Manhã	CE	Eletrônicos	CE	CE	2	S/Comprovação	CE 085
Roubo/Furto	2018-11-21	Noite	PI	Frigorífico	TO	RN	1	S/Comprovação	BR 230
Roubo/Furto	2018-11-22	Madrugada	SP	Específicas	SP	MG	4	S/Comprovação	SP 065
Roubo/Furto	2018-11-23	Noite	BA	Específicas	SP	PE	3	S/Comprovação	BR 101
Roubo/Furto	2018-11-24	Tarde	PI	Frigorífico	TO	CE	1	S/Comprovação	BR 020
Roubo/Furto	2018-11-26	Madrugada	SP	Brinquedos	SP	SP	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-11-26	Noite	RJ	Específicas	RJ	RJ	3	S/Comprovação	BR 101
Roubo/Furto	2018-11-26	Noite	SP	Específicas	MG	SP	4	S/Comprovação	BR 116
Roubo/Furto	2018-11-27	Manhã	RJ	Eletrônicos	SP	RJ	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-11-27	Tarde	RJ	Frigorífico	MG	RJ	1	S/Comprovação	BR 040
Roubo/Furto	2018-11-28	Manhã	SP	Químico	SC	SP	5	S/Comprovação	SP 348
Roubo/Furto	2018-11-29	Tarde	RJ	Hig/Limp/Cosm	MG	RJ	1	S/Comprovação	BR 101
Roubo/Furto	2018-12-01	Manhã	SP	Defensivo Agrícola	SP	PI	3	S/Comprovação	BR 050
Roubo/Furto	2018-12-02	Noite	MG	Defensivo Agrícola	SP	MT	3	S/Comprovação	BR 365
Roubo/Furto	2018-12-02	Noite	SP	Pneus	SC	ES	2	S/Comprovação	BR 116
Roubo/Furto	2018-12-06	Tarde	PR	Ração Animal	SP	PR	1	S/Comprovação	Desvio
Roubo/Furto	2018-12-07	Madrugada	CE	Específicas	SP	CE	2	S/Comprovação	BR 116
Roubo/Furto	2018-12-07	Noite	SP	Específicas	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2018-12-09	Noite	RJ	Alimentício	SP	RJ	1	S/Comprovação	BR 116
Roubo/Furto	2018-12-11	Manhã	SC	Hig/Limp/Cosm	MG	SC	1	S/Comprovação	BR 101
Roubo/Furto	2018-12-13	Madrugada	SP	Químico	SP	SP	3	S/Comprovação	SP 065
Roubo/Furto	2018-12-13	Noite	RJ	Bebidas	RJ	MG	4	S/Comprovação	BR 101
Roubo/Furto	2018-12-14	Tarde	SP	Pneus	PR	PA	2	S/Comprovação	SP 425
Roubo/Furto	2018-12-15	Manhã	RJ	Confecção/Tecido/Fios	RJ	ES	4	S/Comprovação	BR 040
Roubo/Furto	2018-12-15	Manhã	RJ	Específicas	RJ	RJ	1	S/Comprovação	BR 116
Roubo/Furto	2018-12-17	Tarde	PR	Bebidas	SP	RS	1	S/Comprovação	BR 116
Roubo/Furto	2018-12-19	Madrugada	AL	Bebidas	SP	RN	1	S/Comprovação	BR 101
Roubo/Furto	2018-12-28	Tarde	SP	Hig/Limp/Cosm	MG	RS	4	S/Comprovação	BR 381
Roubo/Furto	2018-12-29	Tarde	RS	Aço/Ferro	RS	MG	3	S/Comprovação	BR 101
Roubo/Furto	2019-01-02	Noite	RN	Alimentício	PB	CE	1	S/Comprovação	BR 101
Roubo/Furto	2019-01-04	Manhã	RJ	Hig/Limp/Cosm	MG	RJ	1	S/Comprovação	BR 101
Roubo/Furto	2019-01-04	Noite	PE	Hig/Limp/Cosm	PE	PE	1	S/Comprovação	BR 101
Roubo/Furto	2019-01-06	Noite	SP	Bebidas	SP	PR	1	S/Comprovação	BR 116
Roubo/Furto	2019-01-15	Manhã	RJ	Laticínios	GO	RJ	1	S/Comprovação	Incerto
Roubo/Furto	2019-01-15	Noite	RJ	Eletrodoméstico	SP	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-01-15	Tarde	SP	Defensivo Agrícola	SP	SP	2	S/Comprovação	SP 330
Roubo/Furto	2019-01-16	Madrugada	SP	Frigorífico	PA	SP	3	S/Comprovação	BR 153
Roubo/Furto	2019-01-17	Noite	SP	Defensivo Agrícola	SP	MT	1	S/Comprovação	BR 364
Roubo/Furto	2019-01-18	Manhã	RJ	Pescado	SP	RJ	1	S/Comprovação	BR 116
Roubo/Furto	2019-01-19	Manhã	PE	Bebidas	SC	PE	2	S/Comprovação	BR 423
Roubo/Furto	2019-01-20	Madrugada	RJ	Confecção/Tecido/Fios	SC	RJ	4	S/Comprovação	BR 116
Roubo/Furto	2019-01-21	Madrugada	PR	Pneus	PR	PR	1	S/Comprovação	BR 116
Roubo/Furto	2019-01-21	Manhã	RJ	Geral	SP	RJ	4	S/Comprovação	BR 040
Roubo/Furto	2019-01-21	Tarde	RJ	Alimentício	MG	RJ	1	S/Comprovação	BR 101
Roubo/Furto	2019-01-24	Manhã	RJ	Alumínio	ES	SP	3	S/Comprovação	BR 116
Roubo/Furto	2019-01-24	Noite	SP	Confecção/Tecido/Fios	SP	RS	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-01-25	Manhã	MG	Confecção/Tecido/Fios	RJ	PA	4	S/Comprovação	MG 353
Roubo/Furto	2019-01-28	Manhã	RJ	Eletrônicos	ES	RJ	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-01-29	Madrugada	PR	Brinquedos	SC	SP	1	S/Comprovação	BR 116
Roubo/Furto	2019-01-30	Madrugada	SP	E-commerce	SP	DF	3	S/Comprovação	SP 330
Roubo/Furto	2019-02-05	Noite	PE	Bebidas	SC	PE	1	S/Comprovação	BR 423
Roubo/Furto	2019-02-05	Noite	PE	Bebidas	SC	PE	1	S/Comprovação	BR 423
Roubo/Furto	2019-02-05	Noite	SP	Confecção/Tecido/Fios	SP	SC	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-02-05	Tarde	GO	Laticínios	GO	CE	2	S/Comprovação	BR 153
Roubo/Furto	2019-02-05	Tarde	GO	Laticínios	GO	PA	2	S/Comprovação	BR 153
Roubo/Furto	2019-02-06	Madrugada	SP	Medicamento	SP	CE	5	S/Comprovação	SP 330
Roubo/Furto	2019-02-06	Noite	MG	Defensivo Agrícola	SP	MG	1	S/Comprovação	BR 381
Roubo/Furto	2019-02-07	Tarde	AL	E-Commerce	PE	BA	3	S/Comprovação	BR 101
Roubo/Furto	2019-02-08	Madrugada	MG	Específicas	MG	BA	3	S/Comprovação	BR 251
Roubo/Furto	2019-02-09	Noite	MG	Hig/Limp/Cosm	SP	GO	4	S/Comprovação	BR 050
Roubo/Furto	2019-02-12	Manhã	PE	Bebidas	PE	PE	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-02-12	Manhã	SP	Aço/Ferro	SP	SP	1	S/Comprovação	BR 116
Roubo/Furto	2019-02-12	Manhã	SP	E-Commerce	SP	DF	4	S/Comprovação	SP 330
Roubo/Furto	2019-02-18	Tarde	SP	Óleo Comestível	SP	SP	4	S/Comprovação	SP 330
Roubo/Furto	2019-02-20	Madrugada	SP	Hig/Limp/Cosm	SC	SP	2	S/Comprovação	BR 116
Roubo/Furto	2019-02-20	Sem Inf	SC	Pescado	EX	SP	4	S/Comprovação	BR 116
Roubo/Furto	2019-02-20	Tarde	SP	Hig/Limp/Cosm	SP	SP	2	S/Comprovação	SP 330
Roubo/Furto	2019-02-21	Madrugada	MG	Pneus	SC	MG	3	S/Comprovação	BR 153
Roubo/Furto	2019-02-22	Manhã	PE	Frigorífico	RJ	PE	3	S/Comprovação	PE 424
Roubo/Furto	2019-02-23	Noite	MG	Frigorífico	MT	RJ	1	S/Comprovação	Incerto
Roubo/Furto	2019-02-28	Manhã	MG	Alimentício	SP	CE	2	S/Comprovação	BR 381
Roubo/Furto	2019-03-01	Madrugada	RJ	Alimentício	SP	RJ	1	S/Comprovação	Rua/avenida
Roubo/Furto	2019-03-01	Madrugada	SP	Específicas	SP	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-03-04	Manhã	EX	Pescado	EX	SP	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-03-07	Manhã	MG	Alimentício	AL	SP	3	S/Comprovação	BR 381
Roubo/Furto	2019-03-09	Noite	MT	Defensivo Agrícola	MT	MT	4	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-03-10	Tarde	MT	Combustível	RO	MT	1	S/Comprovação	MT 249
Roubo/Furto	2019-03-11	Tarde	PR	Café	PR	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-03-12	Tarde	PR	E-Commerce	SP	SC	4	S/Comprovação	BR 376
Roubo/Furto	2019-03-12	Tarde	RJ	Celulares	ES	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-03-14	Madrugada	CE	Bebidas	PE	CE	3	S/Comprovação	BR 304
Roubo/Furto	2019-03-14	Noite	SP	Alimentício	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-03-17	Noite	SP	Frigorífico	RO	SP	3	S/Comprovação	SP 310
Roubo/Furto	2019-03-18	Madrugada	SP	Combustível	RJ	SP	1	S/Comprovação	SP 070
Roubo/Furto	2019-03-18	Madrugada	SP	Laticínios	GO	SP	1	S/Comprovação	SP 330
Roubo/Furto	2019-03-18	Tarde	SP	Aço/Ferro	RS	PR	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2019-03-19	Madrugada	RJ	E-commerce	ES	RJ	2	S/Comprovação	BR 101
Roubo/Furto	2019-03-19	Tarde	SP	Doces/Chocolate	SP	SP	1	S/Comprovação	SP 270
Roubo/Furto	2019-03-20	Noite	SP	E-commerce	SP	MG	4	S/Comprovação	SP 015
Roubo/Furto	2019-03-23	Sem Inf	PE	Algodão	BA	PA	2	S/Comprovação	BR 110
Roubo/Furto	2019-03-30	Noite	SP	Algodão	GO	SP	1	S/Comprovação	BR 153
Roubo/Furto	2019-03-31	Tarde	PE	Hig/Limp/Cosm	GO	PE	1	S/Comprovação	BR 423
